what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1391102894037
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1391102894906
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1391102895202
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1391102895568
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1391102895971
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1391102896270
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1391102896576
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1391102896951
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1391102902320
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1391102902531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391102904352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103007008
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1391103007133
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1391103007220
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1391103007243
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1391103008405
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1391103008433
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1391103010722
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1391103017523
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1391103017682
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1391103017713
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1391103023793
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1391103023833
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1391103025766
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1391103025788
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1391103026391
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1391103026415
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1391103027168
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1391103027203
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1391103031228
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1391103031284
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1391103032089
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1391103032158
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1391103032769
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1391103032804
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1391103035372
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1391103035394
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1391103038635
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1391103038656
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1391103039613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103071443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103081674
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1391103089733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103092662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103094120
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103094122
activated,view,com.android.ide.eclipse.ddms,22.3.0.v201310242005-887826,"com.android.ide.eclipse.ddms.views.LogCatView",1391103094137
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103094139
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1391103094157
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103094158
activated,view,com.android.ide.eclipse.ddms,22.3.0.v201310242005-887826,"com.android.ide.eclipse.ddms.views.LogCatView",1391103094171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103107878
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1391103107900
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1391103113633
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1391103113745
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1391103113767
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1391103115738
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1391103127181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103128423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103160942
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1391103161720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103170545
activated,view,com.android.ide.eclipse.ddms,22.3.0.v201310242005-887826,"com.android.ide.eclipse.ddms.views.LogCatView",1391103330920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103697872
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1391103697904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103700875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103705693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103707699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103748074
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1391103752946
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1391103753160
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103754089
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103865740
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103869150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103886823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103890829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103917035
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1391103918614
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1391103918980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103920142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103990497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103990499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391103990510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391104000865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391104012704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391104017714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391104021932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391104024539
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391104027558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391104031566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391104033645
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391104033648
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391104033657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391104035377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1391104037190
