what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1392194161130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194163942
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194180195
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392194181167
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392194183086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194184606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194187419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1392194191848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392194192739
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392194194271
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1392194207770
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392194208443
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392194209880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392194216109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1392194216570
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392194217399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194225755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194234219
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392194235086
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392194239402
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1392194241814
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194245130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194245355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194245356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194246969
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392194247996
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1392194250739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194252078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194252249
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194252250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194252255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194252256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194253059
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392194255019
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1392194258775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194259964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194260282
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194260285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194260723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392194261147
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1392194263631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194264732
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194264940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194264942
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194265274
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392194265582
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194273120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392194302426
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392194303428
